ID,Title,Authors,Year,Abstract,Keywords,Datenbank
907,The Stable Signature: Rooting Watermarks in Latent Diffusion Models,P. Fernandez; G. Couairon; H. J�gou; M. Douze; T. Furon,2023,"Generative image modeling enables a wide range of applications but raises ethical concerns about responsible deployment. We introduce an active content tracing method combining image watermarking and Latent Diffusion Models. The goal is for all generated images to conceal an invisible watermark allowing for future detection and/or identification. The method quickly fine-tunes the latent decoder of the image generator, conditioned on a binary signature. A pre-trained watermark extractor recovers the hidden signature from any generated image and a statistical test then determines whether it comes from the generative model. We evaluate the invisibility and robustness of the watermarks on a variety of generation tasks, showing that the Stable Signature is robust to image modifications. For instance, it detects the origin of an image generated from a text prompt, then cropped to keep 10% of the content, with 90+% accuracy at a false positive rate below 10?6.",,IEE
908,Analyzing the Methods for Detecting Deepfakes,M. Khichi; R. K. Yadav,2021,"Progress in the field of deep counterfeiting is equally impressive and worrisome on the upside. We can change the fidelity of the media that will undoubtedly lead to some world memes, but in the hands of the bad guys. Deepfake technology can be used to spread misinformation and destroy public trust in. It is almost like science fiction identity theft. You can allow anyone to tell what they want, but the reverse is true. In this paper, Detailed study has been carried out that proposed different deepfake detection models, this document finds DEFAKEHOP as the best method in , which uses spatial dimensionality reduction and soft classification to obtain a more concise description of the face for each detection channel. This article finally looks at �s research direction in this field, as well as the development of more powerful technologies to deal with the growing threat surrounding Deepfake technology.",Deepfakes;Autoencoders;Deep Learning;Convolutional Neural Network;Transfer Learning;Generative Adversarial Network,IEE
909,Detecting and Preventing Faked Mixed Reality,F. Kilger; A. Kabil; V. Tippmann; G. Klinker; M. -O. Pahl,2021,"Virtualized collaboration can significantly increase remote management of critical infrastructures. Crises such as the current COVID-19 pandemic push the technology: they require remote management to keep our infrastructures running. Mixed Reality (MR) prototypes enable remote management in diverse fields such as medicine, industry 4.0, energy systems, education, or cyber awareness. However, the evolution of virtualized collaboration is still in the beginning. By design, MR is fake: its reality is generated from models. This makes detecting attacks very difficult. Many MR-attacks result from well-known cybersecurity threats. This paper identifies classic attack surfaces, vectors, and concrete threats that are relevant for MR. It presents mitigation methods that can help to secure the underlying data exchanges. However, distributed systems are often heterogeneous and under different management authorities, making securing the entire virtualized remote management stack difficult. The paper therefore also introduces considerations towards an MR-client-based attack detection, i.e., MR-forensics, including relevant features and the use of machine learning.",Cybersecurity;Mixed Reality;Remote Management;Deepfake;MR forensics,IEE
910,Face Generation and Editing With StyleGAN: A Survey,A. Melnik; M. Miasayedzenkau; D. Makaravets; D. Pirshtuk; E. Akbulut; D. Holzmann; T. Renusch; G. Reichert; H. Ritter,2024,"Our goal with this survey is to provide an overview of the state of the art deep learning methods for face generation and editing using StyleGAN. The survey covers the evolution of StyleGAN, from PGGAN to StyleGAN3, and explores relevant topics such as suitable metrics for training, different latent representations, GAN inversion to latent spaces of StyleGAN, face image editing, cross-domain face stylization, face restoration, and even Deepfake applications. We aim to provide an entry point into the field for readers that have basic knowledge about the field of deep learning and are looking for an accessible introduction and overview.",Deep learning;deepfakes;face generation;face restoration;GAN;GAN inversion;latent space;StyleGAN,IEE
911,Countering Deepfakes using an Improved Advanced CNN and its Ensemble with Pretrained Models,A. Mathur; M. Tejpal; K. Bhargava; K. Natarajan; M. Singh,2024,"The extensive spread of DeepFake images on the internet has emerged as a significant challenge, with applications ranging from harmless entertainment to harmful acts like blackmail, misinformation, and spreading false propaganda. To tackle this issue, this paper introduces a sophisticated DeepFake detection model designed to identify and mitigate the increase of these deceptive images. The model architecture integrates an ensemble approach, combining the strengths of two pre-trained Convolutional Neural Network (CNN) models�MobileNet and Xception�with a novel CNN architecture, the Advanced CNN (ACNN). This rigorous validation process enabled the model to achieve a high accuracy rate of 97.89% in detecting DeepFakes. The successful implementation of this ensemble CNN approach demonstrates its effectiveness in distinguishing between real and fabricated imagery with high precision. This research makes a substantial contribution to the field of digital image forensics, offering a reliable tool for stakeholders across various sectors to identify and counteract the spread of DeepFake images online.",DeepFake Detection;Convolutional Neural Networks (CNN);MobileNet;Xception;Advanced CNN (ACNN);Ensemble Learning;Generative Adversarial Networks (GANs),IEE
912,Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,Santosh; L. Lin; I. Amerini; X. Wang; S. Hu,2024,"Diffusion models (DMs) have revolutionized image generation, producing high-quality images with applications spanning various fields. However, their ability to create hyper-realistic images poses significant challenges in distinguishing between real and synthetic content, raising concerns about digital authenticity and potential misuse in creating deepfakes. This work introduces a robust detection framework that integrates image and text features extracted by CLIP model with a Multilayer Perceptron (MLP) classifier. We propose a novel loss that can improve the detector�s robustness and handle imbalanced datasets. Additionally, we flatten the loss landscape during the model training to improve the detector�s generalization capabilities. The effectiveness of our method, which outperforms traditional detection techniques, is demonstrated through extensive experiments, underscoring its potential to set a new state-of-the-art approach in DM-generated image detection. The code is available at https://github.com/Purdue-M2/RobustDM_Generated_Image_Detection.",Diffusion models;CLIP;Robust;AI images,IEE
913,MLAAD: The Multi-Language Audio Anti-Spoofing Dataset,N. M. M�ller; P. Kawa; W. H. Choong; E. Casanova; E. G�lge; T. M�ller; P. Syga; P. Sperl; K. B�ttinger,2024,"Text-to-Speech (TTS) technology brings significant advantages, such as giving a voice to those with speech impairments, but also enables audio deepfakes and spoofs. The former mislead individuals and may propagate misinformation, while the latter undermine voice biometric security systems. AI-based detection can help to address these challenges by automatically differentiating between genuine and fabricated voice recordings. However, these models are only as good as their training data, which currently is severely limited due to an overwhelming concentration on English and Chinese audio in anti-spoofing databases, thus restricting its worldwide effectiveness.In response, this paper presents the Multi-Language Audio Anti-Spoof Dataset (MLAAD), created using 52 TTS models, comprising 22 different architectures, to generate 160.2 hours of synthetic voice in 23 different languages. We train and evaluate three state-of-the-art deepfake detection models with MLAAD, and observe that MLAAD demonstrates superior performance over comparable datasets like InTheWild or FakeOrReal when used as a training resource. Furthermore, in comparison with the renowned ASVspoof 2019 dataset, MLAAD proves to be a complementary resource. In tests across eight datasets, MLAAD and ASVspoof 2019 alternately outperformed each other, both excelling on four datasets.By publishing 1 MLAAD and making trained models accessible via an interactive webserver 2, we aim to democratize antispoofing technology, making it accessible beyond the realm of specialists, thus contributing to global efforts against audio spoofing and deepfakes.",text-to-speech;anti-spoofing;deepfake;voice;audio;biometrics,IEE
914,Detection of Photoplethysmography Manipulation in Video Forgery,Y. Lin; E. Maiorana; B. Li; P. Campisi,2023,"Recent studies have shown that physiological signals related to blood pressure and heart rate can be estimated in a contactless modality from facial videos using remote photoplethysmography (rPPG). This has paved the way to the development of techniques that can acquire and manipulate the rPPG signals recoverable from facial videos without affecting their visual appearance. The goal of this paper is to analyze the detectability of this new kind of forgery, here referred to as rPPG deepfake videos. Specifically, we propose a two-stream method based on the analysis of rPPG deepfake videos at both spatial and temporal levels. The experimental results obtained from tests performed on samples taken from two distinct databases demonstrate that our method performs better than popular deep learning methods in the rPPG deepfake detection task.",Remote photoplethysmography (rPPG);Face forgery detection;Video forensics,IEE
915,Nowhere to Hide: Detecting Live Video Forgery via Vision-WiFi Silhouette Correspondence,X. Fang; J. Liu; Y. Chen; J. Han; K. Ren; G. Chen,2023,"For safety guard and crime prevention, video surveillance systems have been pervasively deployed in many security-critical scenarios, such as the residence, retail stores, and banks. However, these systems could be infiltrated by the adversary and the video streams would be modified or replaced, i.e., under the video forgery attack. The prevalence of Internet of Things (IoT) devices and the emergence of Deepfake-like techniques severely emphasize the vulnerability of video surveillance systems under such attacks. To secure existing surveillance systems, in this paper we propose a vision-WiFi cross-modal video forgery detection system, namely WiSil. Leveraging a theoretical model based on the principle of signal propagation, WiSil constructs wave front information of the object in the monitoring area from WiFi signals. With a well-designed deep learning network, WiSil further recovers silhouettes from the wave front information. Based on a Siamese network-based semantic feature extractor, WiSil can eventually determine whether a frame is manipulated by comparing the semantic feature vectors extracted from the video�s silhouette with those extracted from the WiFi�s silhouette. Extensive experiments show that WiSil can achieve 95% accuracy in detecting tampered frames. Moreover, WiSil is robust against environment and person changes.",WiFi Sensing;Video Forgery Detection;Deep Learning,IEE
916,Expression Transfer Using Flow-based Generative Models,A. Valenzuela; C. Segura; F. Diego; V. G�mez,2021,"Among the different deepfake generation techniques, flow-based methods appear as natural candidates. Due to the property of invertibility, flow-based methods eliminate the necessity of person-specific training and are able to reconstruct any input image almost perfectly to human perception. We present a method for deepfake generation based on facial expression transfer using flow-based generative models. Our approach relies on simple latent vector operations akin to the ones used for attribute manipulation, but for transferring expressions between identity source-target pairs. We show the feasibility of this approach using a pre-trained Glow model and small sets of source and target images, not necessarily considered during prior training. We also provide an evaluation pipeline of the generated images in terms of similarities between identities and Action Units encoding the expression to be transferred. Our results show that an efficient expression transfer is feasible by using the proposed approach setting up a first precedent in deepfake content creation, and its evaluation, independently of the training identities.",,IEE
917,FaceForensics++: Learning to Detect Manipulated Facial Images,A. R�ssler; D. Cozzolino; L. Verdoliva; C. Riess; J. Thies; M. Niessner,2019,"The rapid progress in synthetic image generation and manipulation has now come to a point where it raises significant concerns for the implications towards society. At best, this leads to a loss of trust in digital content, but could potentially cause further harm by spreading false information or fake news. This paper examines the realism of state-of-the-art image manipulations, and how difficult it is to detect them, either automatically or by humans. To standardize the evaluation of detection methods, we propose an automated benchmark for facial manipulation detection. In particular, the benchmark is based on Deep-Fakes, Face2Face, FaceSwap and NeuralTextures as prominent representatives for facial manipulations at random compression level and size. The benchmark is publicly available and contains a hidden test set as well as a database of over 1.8 million manipulated images. This dataset is over an order of magnitude larger than comparable, publicly available, forgery datasets. Based on this data, we performed a thorough analysis of data-driven forgery detectors. We show that the use of additional domain-specific knowledge improves forgery detection to unprecedented accuracy, even in the presence of strong compression, and clearly outperforms human observers.",,IEE
918,Using Grayscale Frequency Statistic to Detect Manipulated Faces in Wavelet-Domain,G. -J. Wang; W. Li; Q. Jiang; X. Jin; X. -H. Cui,2021,"Manipulating facial images results in negative influences on the social association, with deep generative models. Although many detection methods have been proposed, they have either designed sophisticated neural networks that lack enough interpretability, or found defects specific to one manipulation method. To address this issue, we propose a new approach to explore the defects of fake facial images after wavelet transform and call it GFS (Grayscale Frequency Statistics). First, we utilize Haar wavelet transformation to decompose the image into low-frequency approximation, horizontal detail, vertical detail, and diagonal detail. The GFS of real and fake images exhibit different distribution and forms in these four subbands. We qualitatively analyze these differences and quantify them as weights. Then, these four subband images are used to train four CNNs respectively, and the obtained detection results also verify the differences in GFS. After that, we combine the prediction results of the four CNNs and the corresponding weights to further improve the detection performance. We conduct extensive experiments on 11 datasets generated by various facial manipulation methods, and the superior results show the effectiveness of our proposed approach. Our findings indicate that the fake images generated by the current facial manipulation methods cannot simulate real images in wavelet-domain.",,IEE
919,A GAN-Based Defense Framework Against Model Inversion Attacks,X. Gong; Z. Wang; S. Li; Y. Chen; Q. Wang,2023,"With the development of deep learning, deep neural network (DNN)-based application have become an indispensable aspect of daily life. However, recent studies have shown that these well-trained DNN models are vulnerable to model inversion attacks (MIAs), where attackers can recover their training data with high fidelity. Although several defensive strategies have been proposed to mitigate the impact of such attacks, existing defenses will inevitably compromise the model performance and are ineffective against more sophisticated attacks, such as Mirror (An et al., 2022). In this paper, we introduce a novel GAN-based defense approach against model inversion attacks. Unlike previous works that perturb the prediction vector of the model, we manipulate the training procedure of the victim model by incorporating carefully-designed GAN-based fake samples. We also adjust the loss of the inversed samples to inject misleading features into the protected label of the victim model. Additionally, we adopt the concept of continual learning to improve the utility of the model. Extensive experiments conducted on the CelebA, VGG-Face, and VGG-Face2 datasets demonstrate that our proposed method outperforms existing defenses against state-of-the-art model inversion attacks, including DMI (Chen et al., 2021), Mirror (An et al., 2022), Privacy (Fredrikson et al., 2014), and AMI (Yang et al., 2019). It is shown that our proposed method can also retain a high defense performance in black-box scenarios.",Model inversion attacks;GAN-based fake sample generation;privacy-utility defense framework,IEE
920,Low-Resource Adaptation for Personalized Co-Speech Gesture Generation,C. Ahuja; D. W. Lee; L. -P. Morency,2022,"Personalizing an avatar for co-speech gesture generation from spoken language requires learning the idiosyncrasies of a person's gesture style from a small amount of data. Previous methods in gesture generation require large amounts of data for each speaker, which is often infeasible. We propose an approach, named DiffGAN, that efficiently personalizes co-speech gesture generation models of a high-resource source speaker to target speaker with just 2 minutes of target training data. A unique characteristic of DiffGAN is its ability to account for the crossmodal grounding shift, while also addressing the distribution shift in the output domain. We substantiate the effectiveness of our approach a large scale publicly available dataset through quantitative, qualitative and user studies, which show that our proposed methodology significantly outperforms prior approaches for low-resource adaptation of gesture generation. Code and videos can be found at https://chahuja.com/diffgan.",Face and gestures; Transfer/low-shot/long-tail learning; Vision + X; Vision applications and systems,IEE
921,Comprehensive Analysis of Natural Images and Synthetic Images,G. R. Naidu; C. S. Rao,2024,"N atural photos depict real-world scenes, including still images and videos captured by cameras. They are drawn from elements of nature such as colors, textures and shapes. Realistic computer graphics (CG) are increasingly popular due to technology. CG images are made using software like 3D modeling. They range from animation to concept in media such as movies and games. These images are imperceptible to the naked eye. Differentiating between computer-generated (CG) and natural images (NI) poses a challenge in the field of digital forensics. CG images often lack metadata, impeding the discovery process. Watermarked CG images attempt to mimic natural ones but are limited in their usability. They're often stored in proprietary formats, not indexed by search engines. Interest in NI and CG image recognition has surged. The goal of making computer-generated images as realistic as NI is challenging. Photorealistic CG imagery transforms multimedia, simplifying realistic animations. This aids entertainment, media, and other industries. This article provides a comprehensive overview of the most popular and cutting-edge methods now in use for differentiating between natural images and Computer-Generated Images, as well as the benefits and drawbacks of these methods and their potential future directions.",Natural Images;Computer Generated Images;Realistic;Multimedia,IEE
922,Generative Adversarial Networks,M. Krichen,2023,"Generative Adversarial Networks (GANs) are a type of deep learning techniques that have shown remarkable success in generating realistic images, videos, and other types of data. This paper provides a comprehensive guide to GANs, covering their architecture, loss functions, training methods, applications, evaluation metrics, challenges, and future directions. We begin with an introduction to GANs and their historical development, followed by a review of the background and related work. We then provide a detailed overview of the GAN architecture, including the generator and discriminator networks, and discuss the key design choices and variations. Next, we review the loss functions utilized in GANs, including the original minimax objective, as well as more recent approaches s.a. Wasserstein distance and gradient penalty. We then delve into the training of GANs, discussing common techniques s.a. alternating optimization, minibatch discrimination, and spectral normalization. We also provide a survey of the various applications of GANs across domains. In addition, we review the evaluation metrics utilized to assess the diversity and quality of GAN-produced data. Furthermore, we discuss the challenges and open issues in GANs, including mode collapse, training instability, and ethical considerations. Finally, we provide a glimpse into the future directions of GAN research, including improving scalability, developing new architectures, incorporating domain knowledge, and exploring new applications. Overall, this paper serves as a comprehensive guide to GANs, providing both theoretical and practical insights for researchers and practitioners in the field.",Generative Adversarial Networks;GANs;Applications;Evaluation metrics;Limitations,IEE
923,Cyber Vaccine for Deepfake Immunity,C. -C. Chang; H. H. Nguyen; J. Yamagishi; I. Echizen,2023,"Deepfakes pose an evolving cybersecurity threat that calls for the development of automated countermeasures. While considerable forensic research has been devoted to the detection and localisation of deepfakes, solutions for �fake-to-real� reversal are yet to be developed. In this study, we introduce the concept of cyber vaccination for conferring immunity to deepfakes. In other words, we aim to impart a self-healing ability to the face-containing media so that the original content can be recovered after manipulation by AI-based deepfake technology. Analogous to biological vaccination which uses injected antigens to induce immunity prior to infection by an actual pathogen, cyber vaccination simulates deepfakes and performs adversarial training to build a defensive immune system. Aiming to build up attack-agnostic immunity with limited computational resources, we propose simulating various deepfakes with one single overpowering attack: face masking. The proposed immune system consists of a vaccinator for inducing immunity and a neutraliser for recovering facial content. Experimental evaluations demonstrate effective immunity to face replacement and various types of corruption.",Cybersecurity;deepfakes;forensics;immunity;vaccine,IEE
924,On the Defense of Spoofing Countermeasures Against Adversarial Attacks,L. Nguyen-Vu; T. -P. Doan; M. Bui; K. Hong; S. Jung,2023,"Advances in speech synthesis have exposed the vulnerability of spoofing countermeasure (CM) systems. Adversarial attacks exacerbate this problem, mainly due to the reliance of most CM models on deep neural networks. While research on adversarial attacks in anti-spoofing systems has received considerable attention, there is a relative scarcity of studies focused on developing effective defense techniques. In this study, we propose a defense strategy against such attacks by augmenting training data with frequency band-pass filtering and denoising. Our approach aims to limit the impact of perturbation, thereby reducing the susceptibility to adversarial samples. Furthermore, our findings reveal that the use of Max-Feature-Map (MFM) and frequency band-pass filtering provides additional benefits in suppressing different noise types. To empirically validate this hypothesis, we conduct tests on different CM models using adversarial samples derived from the ASVspoof challenge and other well-known datasets. The evaluation results show that such defense mechanisms can potentially enhance the performance of spoofing countermeasure systems.",Automatic speaker verification;adversarial attack;spoofing countermeasure;psychoacoustics,IEE
925,Detecting Forged Facial Videos Using Convolutional Neural Networks,N. Sambhu; S. Canavan,2023,"In this paper, we propose to detect forged videos, of faces, in online videos. To facilitate this detection, we propose to use smaller (fewer parameters to learn) convolutional neural networks (CNN), for a data-driven approach to forged video detection. To validate our approach, we investigate the Face-Forensics public dataset detailing both frame-based and video-based results. The proposed method is shown to outperform current state of the art. We also perform an ablation study, analyzing the impact of batch size, number of filters, and number of network layers on the accuracy of detecting forged videos.",deepfake;convolutional neural network;videos;deep learning,IEE
926,Deciphering Disinformation: Strategies for Identifying and Addressing Fake News in Today's Information Landscape,O. Osadola; E. Amuta; C. Somefun; T. Somefun; S. Ongbali; J. Mene,2024,"The proliferation of fake news poses a severe threat to information integrity and societal stability, particularly evident in Nigeria's political landscape. Addressing this multifaceted challenge requires a comprehensive approach. Leveraging advanced technological solutions, fostering media literacy through educational initiatives, and promoting collaboration between digital platforms, fact-checkers, and governments are crucial. Transparency in algorithms, accountability for content producers, and international cooperation can enhance countermeasures. Targeted regulations for deepfake content and continuous research efforts are essential. By combining these strategies, societies can mitigate the impact of fake news and cultivate a more informed and resilient public discourse.",Fake news;Detection;Technological solutions;Media literacy;Regulatory frameworks,IEE
927,MetaCloak: Preventing Unauthorized Subject-Driven Text-to-Image Diffusion-Based Synthesis via Meta-Learning,Y. Liu; C. Fan; Y. Dai; X. Chen; P. Zhou; L. Sun,2024,"Text-to-image diffusion models allow seamless generation of personalized images from scant reference photos. Yet, these tools, in the wrong hands, can fabricate misleading or harmful content, endangering individuals. To address this problem, existing poisoning-based approaches perturb user images in an imperceptible way to render them �unlearnable� from malicious uses. We identify two limitations of these defending approaches: i) sub-optimal due to the hand-crafted heuristics for solving the intractable bilevel optimization and ii) lack of robustness against simple data transformations like Gaussian filtering. To solve these challenges, we propose MetaCloak, which solves the bi-level poisoning problem with a meta-learning framework with an additional transformation sampling process to craft transferable and robust perturbation. Specifically, we employ a pool of surrogate diffusion models to craft transferable and model-agnostic perturbation. Furthermore, by incorporating an additional transformation process, we design a simple denoising-error maximization loss that is sufficient for causing transformation-robust semantic distortion and degradation in a personalized generation. Extensive experiments on the VGGFace2 and CelebA-HQ datasets show that MetaCloak outperforms existing approaches. Notably, MetaCloak can successfully fool online training services like Replicate, in a black-box manner, demonstrating the effectiveness of Meta Cloak in real-world scenarios. Our code is available at https://github.com/liuyixin-louis/MetaCloak.",DeepFake Defense;Unlearnable Example;Adversarial ML;Unauthorized Exploitation;Imperceptible Perturbation,IEE
928,InsetGAN for Full-Body Image Generation,A. Fr�hst�ck; K. K. Singh; E. Shechtman; N. J. Mitra; P. Wonka; J. Lu,2022,"While GANs can produce photo-realistic images in ideal conditions for certain domains, the generation of full-body human images remains difficult due to the diversity of identities, hairstyles, clothing, and the variance in pose. In-stead of modeling this complex domain with a single GAN, we propose a novel method to combine multiple pretrained GANs, where one GAN generates a global canvas (e.g., human body) and a set of specialized GANs, or insets, focus on different parts (e.g., faces, shoes) that can be seamlessly inserted onto the global canvas. We model the problem as jointly exploring the respective latent spaces such that the generated images can be combined, by inserting the parts from the specialized generators onto the global canvas, without introducing seams. We demonstrate the setup by combining a full body GAN with a dedicated high-quality face GAN to produce plausible-looking humans. We evalu-ate our results with quantitative metrics and user studies.",Image and video synthesis and generation; Machine learning,IEE
929,Video Manipulations Beyond Faces: A Dataset with Human-Machine Analysis,T. Mittal; R. Sinha; V. Swaminathan; J. Collomosse; D. Manocha,2023,"As tools for content editing mature, and artificial intelligence (AI) based algorithms for synthesizing media grow, the presence of manipulated content across online media is increasing. This phenomenon causes the spread of misinformation, creating a greater need to distinguish between �real� and �manipulated� content. To this end, we present Videosham, a dataset consisting of 826 videos (413 real and 413 manipulated). Many of the existing deepfake datasets focus exclusively on two types of facial manipulations-swapping with a different subject's face or altering the existing face. Videosham, on the other hand, contains more diverse, context-rich, and human-centric, high-resolution videos manipulated using a combination of 6 different spatial and temporal attacks. Our analysis shows that state-of-the-art manipulation detection algorithms only work for a few specific attacks and do not scale well on Videosham. We performed a user study on Amazon Mechanical Turk with 1200 participants to understand if they can differentiate between the real and manipulated videos in Videosham. Finally, we dig deeper into the strengths and weaknesses of performances by humans and SOTA-algorithms to identify gaps that need to be filled with better AI algorithms. We present the dataset here11VideoSham dataset link..",,IEE
930,Tamper-Proof Evidence via Blockchain for Autonomous Vehicle Accident Monitoring,M. Parlak; N. F. Altunel; U. A. Akka?; E. T. Arici,2022,"In case of an accident between two autonomous vehicles equipped with emerging technologies, how do we apportion liability among the various players? A special liability regime has not even yet been established for damages that may arise due to the accidents of autonomous vehicles. Would the immutable, time-stamped sensor records of vehicles on distributed ledger help define the intertwined relations of liability subjects right through the accident? What if the synthetic media created through deepfake gets involved in the insurance claims? While integrating AI-powered anomaly or deepfake detection into automated insurance claims processing helps to prevent insurance fraud, it is only a matter of time before deepfake becomes nearly undetectable even to elaborate forensic tools. This paper proposes a blockchain-based insurtech decentralized application to check the authenticity and provenance of the accident footage and also to decentralize the loss-adjusting process through a hybrid of decentralized and centralized databases using smart contracts.",Blockchain;smart contracts;deepfake;deep learning;autonomous vehicles;insurance;insurtech;liability,IEE
931,Deep Fakes Image Animation Using Generative Adversarial Networks,A. K. Manjula; R. Thirukkumaran; K. H. Raj; A. Athappan; R. P. Reddy,2022,"The idea of picture activity is for the most part moving the pictures at a specific speed so the unaided eye can't detect the distinction. We intend to do the investigation so that for certain adjustments to the current structure that is the deepfake that does the examination without earlier information on the movement target. To do this, We will be training a dataset on a bunch of pictures and recordings for objects of a similar class (e.g., face, body, road view). As of late, a few uses of neural organizations (CNNs) have been applied to the genuine human head. The informational index can be prepared on many pictures and recordings to make practical talking heads. You can energize the first picture of an individual into an objective individual posture (driving video) while safeguarding the individual's appearance and body. In the mean time, in any case, frameworks are being fostered that can recognize recordings and activities produced by Deep-Fakes. Since this is a significant security issue. We energized pictures to create talking heads and tried different things with picture age Using the Deep-Fakes age's contingent generative threatening organization, the outcomes were reasonable. Likewise executed Deep-Fake Detector XceptionNet (a Deep Learning Algorithm that Detects Face Swaps in Videos) with slight adjustments to arrive at 95� exactness when identifying Deep-Fake. At last, you can without much of a stretch idiot Deepfake identifiers by executing an as of late acquainted method with quit making Deep-Fakes. XceptionNet had the option to accomplish a precision of under 30 in recognizing the Deep-Fake age when maddened.",DeepFakes;ImageAnimation;GANS;Generative Adversarial Networks;cGanz;Co-lab;video;MonkeyNET,IEE
932,Combating Deepfakes: Multi-LSTM and Blockchain as Proof of Authenticity for Digital Media,C. C. Ki Chan; V. Kumar; S. Delaney; M. Gochoo,2020,"Malicious use of deep learning algorithms has allowed the proliferation of high realism fake digital content such as text, images, and videos, to exist on the internet as readily available and accessible consumable content. False information provided through algorithmically modified footage, images, audios, and videos (known as deepfakes), coupled with the virality of social networks, may cause major social unrest. The emergence of misinformation from fabricated digital content suggests the necessity for anti-disinformation methods such as deepfake detection algorithms or immutable metadata in order to verify the validity of digital content. Permissioned blockchain, notably Hyperledger Fabric 2.0, coupled with LSTMs for audio/video/descriptive captioning is a step towards providing a feasible tool for combating deepfake media. Original content would require the original artist attestation of untampered data. The smart contract combines a varied multiple LSTM networks into a process that allows for the tracing and tracking of a digital content's historical provenance. The result is a theoretical framework that enables proof of authenticity (PoA) for digital media using a decentralized blockchain using multiple LSTMs as a deep encoder for creating unique discriminative features; which is then compressed and hashed into a transaction. Our work assumes we trust the video at the point of reception. Our contribution is a decentralized blockchain framework of deep discriminative digital media to combat deepfakes.",artificial intelligence;blockchain;computer vision;deepfake;smart contracts,IEE
933,"A Survey on Recent Advancements in Lightweight Generative Adversarial Networks, their Applications and Datasets",M. S. Alexiou; J. S. Mertoguno,2023,"Generative Adversarial Networks (GANs) have garnered significant research attention owing to their revolutionary generator-vs-discriminator architecture, making them versatile for various domains, including medical, military, and computer vision applications. Nevertheless, their computationally demanding nature during training and inference restricts their widespread adoption on mobile and edge devices. In this study, the latest advancements are explored in lightweight GAN implementations, considering their unique characteristics and diverse applications. The objective is to identify modifications that can enhance the efficiency of GAN-based models without compromising their robustness and accuracy, both for specific use-cases and in a more general context. Additionally, a discussion is presented on the availability of datasets suitable for lightweight GAN training and evaluation, as well as potential research directions for the future.",Lightweight Neural Networks;Generative Adversarial Networks;Towards TinyML,IEE
934,"ENF Based Digital Multimedia Forensics: Survey, Application, Challenges and Future Work",E. Ngharamike; L. -M. Ang; K. P. Seng; M. Wang,2023,"The electric network frequency (ENF) represents the transmission frequency of the electrical grid and fluctuates constantly around 50 Hz or 60 Hz, subject to the region. This constant fluctuation, caused by the continuous mismatch in power demand and supply, makes the ENF a unique signature, which can be utilized for several applications. According to studies, the ENF may be intrinsically implanted in audio recordings captured by digital audio recorders (e.g., microphone-based voice recorder) plugged into the mains supply or are situated close to sources of power and power transmission cable due to electromagnetic field interference originated from power source or acoustic hum and mechanical vibrations emitted by electrically operated devices such as regular household appliances. Recent studies further observed that video recordings made under an illumination source powered by main power can pick up the ENF signal. Following this discovery, several research efforts have been invested towards successful and accurate extraction of the ENF signal, and utilizing the ENF signal retrieved for several applications, including time stamp verification, audio/video authentication, location of recording estimation, power grid identification, estimation of camera read-out time, and video record synchronization. To the best of our knowledge, there has been no comprehensive survey on ENF-based multimedia forensics. Thus, in this paper, we present a comprehensive survey of studies conducted in this field, identifying several application specifics, current challenges, and future research directions.",Electric network frequency (ENF);ENF detection;ENF estimation;ENF audio and video forensic;ENF applications,IEE
935,Image Vaccinator and Image Tamper Resilient and Lossless Auto-Recovery Using Invertible Neural Network,P. Kalyanasundaram; K. Shanmuga Priya; S. Kavinkumar; G. Gopinath; S. T. Kiruthigaa Bommi,2024,"Aim: The aim of this endeavor attempts to identify tampering, provide lossless recovery, and improve picture data resilience against illegal adjustments. Materials and Methods: The current undertaking engages four distinct groups. Group 1, which includes the Convolutional Neural Network, specializes in learning pattern hierarchies within data, displaying efficiency in task management and Group 2 includes A Generative Adversarial Network c and Group 3 includes Recurrent Neural Networks (RNNs) store internal states to handle successive inputs and Group 4 includes Invertible Neural Network (INNs) provide bidirectional mappings at low additional cost, facilitating both forward and inverse operations. Results: The computed PSNR values demonstrate its dependability in keeping image authenticity online while maintaining high image quality throughout the procedure. PSNR of Slicing attack is 32.35 db. Conclusion: Using adversarial simulation and Invertible Neural Network technology, the Image Immunizer Middleware fortifies social network photos by introducing subtle perturbations and utilizing self-recovery passes for increased security.",Image Immunizer;Vaccinator;Deep Fakes;Detection;Image;Tamper;Invertible Neural Network;Deep Learning;Online Social Networks;Generative Adversarial Network,IEE
