ID;Title;Authors;Year;Abstract;Keywords;Database
684;A Comprehensive Evaluation of Fake Face Recognition Scheme using Artificial Intelligence Oriented Learning Scheme;"S. Subashree; R. Rose S; A. S. Valarmathy; P. Joseph; P. J. Dennis; S. Ravi";2024;Fake face recognition has emerged as a critical area of research due to the proliferation of synthetic media and its potential misuse in various domains. This study presents a thorough evaluation of a novel Fake Face Recognition Scheme utilizing Artificial Intelligence Oriented Learning Scheme (AIOLS) coupled with Generative Adversarial Network (GAN)-GoogleNet integration. The aim is to discern authentic facial images from synthetic or tampered ones with high accuracy. In this research, we employed a dataset comprising a diverse range of authentic and synthetic facial images. The proposed scheme incorporates the power of GANs for generating synthetic facial images and leverages GoogleNet, a state-of-the-art deep convolutional neural network, for discriminative feature extraction. The integration within the AIOLS framework facilitates efficient learning and adaptation to complex patterns present in fake facial images. The evaluation of our scheme was conducted through rigorous experimentation on the dataset, employing various performance metrics. Notably, the accuracy obtained was measured at an impressive 96.7%, signifying the effectiveness of our approach in distinguishing between real and fake facial images. Additionally, other metrics such as precision, recall, and F1-score were also computed to provide a comprehensive assessment of the scheme's performance.;"Fake face recognition;Artificial Intelligence Oriented Learning Scheme (AIOLS);GAN-GoogleNet integration;synthetic media;facial image authentication";IEEE
687;Fake Video Detection Model Using Hybrid Deep Learning Techniques;"O. S. A. Aboosh; A. N. Hassan; D. K. Sheet";2023;The world is witnessing great developments daily in the field of graphics and computer vision. Now, it�s possible to create fake videos with very realistic faces. Thus, discrimination between original and fake videos has become a major challenge, which caused serious threats to both the individual and society. Usually, the traditional image forensic technicalities are not appropriate to classify videos because of data compression that damages it. Thus, this research focused on the use of hybrid deep learning models that based on convolutional neural networks (CNN) and recurrent neural networks (RNN) methods for fake video detection. The inceptionV3 model was used to extract facial features from the frames, then these features were used to train simpleRNN and Gated Recurrent Unit (GRU) models to classify video. Most deepfake detection works fails when tested on a new dataset, especially those that are real and close to reality. Therefore, the most realistic dataset which produced �in the wild� was chosen in this research. The deepfake detection challenge (DFDC) dataset was used to evaluate the proposed models. Where these models achieved a high detection accuracy, 98.5% for SimpleRNN and 98.9% for GRU. Also, the models achieved 0.979 and 0.986 of AUC respectively.;"DeepFake;FaceSwap;Face2Face;Gated Recurrent Unit;InceptionV3;Recurrent Neural Network";IEEE
688;End-to-End Reconstruction-Classification Learning for Face Forgery Detection;"J. Cao; C. Ma; T. Yao; S. Chen; S. Ding; X. Yang";2022;Existing face forgery detectors mainly focus on specific forgery patterns like noise characteristics, local textures, or frequency statistics for forgery detection. This causes specialization of learned representations to known forgery patterns presented in the training set, and makes it difficult to detect forgeries with unknown patterns. In this paper, from a new perspective, we propose a forgery detection frame-work emphasizing the common compact representations of genuine faces based on reconstruction-classification learning. Reconstruction learning over real images enhances the learned representations to be aware of forgery patterns that are even unknown, while classification learning takes the charge of mining the essential discrepancy between real and fake images, facilitating the understanding of forgeries. To achieve better representations, instead of only using the encoder in reconstruction learning, we build bipartite graphs over the encoder and decoder features in a multi-scale fashion. We further exploit the reconstruction difference as guidance of forgery traces on the graph output as the final representation, which is fed into the classifier for forgery detection. The reconstruction and classification learning is optimized end-to-end. Extensive experiments on large-scale benchmark datasets demonstrate the superiority of the proposed method over state of the arts.;"Face and gestures; Biometrics";IEEE
690;A Hybrid CNN-LSTM model for Video Deepfake Detection by Leveraging Optical Flow Features;"P. Saikia; D. Dholaria; P. Yadav; V. Patel; M. Roy";2022;Deepfakes are the synthesized digital media in order to create ultra-realistic fake videos to trick the spectator. Deep generative algorithms, such as, Generative Adversarial Networks(GAN) are widely used to accomplish such tasks. This approach synthesizes pseudo-realistic contents that are very difficult to distinguish by traditional detection methods. In most cases, Convolutional Neural Network(CNN) based discriminators are being used for detecting such synthesized media. However, it emphasise primarily on the spatial attributes of individual video frames, thereby fail to learn the temporal information from their inter-frame relations. In this paper, we leveraged an optical flow based feature extraction approach to extract the temporal features, which are then fed to a hybrid model for classification. This hybrid model is based on the combination of CNN and recurrent neural network (RNN) architectures. The hybrid model provides effective performance on open source data-sets such as, DFDC, FF++ and Celeb-DF. This proposed method shows an accuracy of 66.26%,91.21% and 79.49% in DFDC, FF++, and Celeb-DF respectively with a very reduced No of sample size of $\leq 100$ samples(frames). This promises early detection of fake contents compared to existing modalities.;;IEEE
691;Generalizing Face Forgery Detection with High-frequency Features;"Y. Luo; Y. Zhang; J. Yan; W. Liu";2021;Current face forgery detection methods achieve high accuracy under the within-database scenario where training and testing forgeries are synthesized by the same algorithm. However, few of them gain satisfying performance under the cross-database scenario where training and testing forgeries are synthesized by different algorithms. In this paper, we find that current CNN-based detectors tend to overfit to method-specific color textures and thus fail to generalize. Observing that image noises remove color textures and expose discrepancies between authentic and tampered regions, we propose to utilize the high-frequency noises for face forgery detection. We carefully devise three functional modules to take full advantage of the high-frequency features. The first is the multi-scale high-frequency feature extraction module that extracts high-frequency noises at multiple scales and composes a novel modality. The second is the residual-guided spatial attention module that guides the low-level RGB feature extractor to concentrate more on forgery traces from a new perspective. The last is the cross-modality attention module that leverages the correlation between the two complementary modalities to promote feature learning for each other. Comprehensive evaluations on several benchmark databases corroborate the superior generalization performance of our proposed method.;;IEEE
692;Deepfake Video Detection using Neural Networks;"M. Jiwtode; A. Asati; S. Kamble; L. Damahe";2022;Over the past few years, free mobile application tools on Artificial Intelligence and deep learning have made it easy to create reliable face exchanges in a video called �DeepFake� (DF) video that leaves a little hint of traces to check if its fake. Creating a computerized edited video has been demonstrated for quite a long time by actually taking advantage of enhanced visual effects. Recently, Artificial Intelligence has led to a rise in fake content and the ability to access free tools to create it. These purported AI-engineered media are normally called DeepFake(DF). Making a DF with a computerized AI tool is a simple job. However, with regards to identifying this DF, it's a major challenging dispute. Preparing the calculations and training the model to distinguish DF is difficult. The challenge to train an algorithm model to spot the DeepFake (DF) is not simple. We have tried recognizing DF with the use of CNN and RNN. The framework utilizes a CNN for feature extraction at the frame level. The model uses features extracted from the frame level to train the RNN, which then learns to classify videos according to their temporal inconsistencies. Anticipated results, when compared with a large number of hoax videos, were gathered from standard datasets. Using a simple architecture, we will show you how this errand can make your framework accurate.;"Artificial Intelligence;RNN;CNN;Hoax Video Detection;DeepFakes";IEEE
696;Deepfake Detection by Exploiting Surface Anomalies: The Surfake Approach;"A. Ciamarra; R. Caldelli; F. Becattini; L. Seidenari; A. Del Bimbo";2024;"The ever-increasing use of synthetically generated content in different sectors of our everyday life, one for all media information, poses a strong need for deepfake detection tools in order to avoid the proliferation of altered messages. The process to identify manipulated content, in particular images and videos, is basically performed by looking for the presence of some inconsistencies and/or anomalies specifically due to the fake generation process. Different techniques exist in the scientific literature that exploit diverse ad-hoc features in order to highlight possible modifications. In this paper, we propose to investigate how deepfake creation can impact on the characteristics that the whole scene had at the time of the acquisition. In particular, when an image (video) is captured the overall geometry of the scene (e.g. surfaces) and the acquisition process (e.g. illumination) determine a univocal environment that is directly represented by the image pixel values; all these intrinsic relations are possibly changed by the deepfake generation process. By resorting to the analysis of the characteristics of the surfaces depicted in the image it is possible to obtain a descriptor usable to train a CNN for deepfake detection: we refer to such an approach as SurFake. Experimental results carried out on the FF + + dataset for different kinds of deep-fake forgeries and diverse deep learning models confirm that such a feature can be adopted to discriminate between pristine and altered images; furthermore, experiments witness that it can also be combined with visual data to provide a certain improvement in terms of detection accuracy.";;IEEE
697;A video is worth more than 1000 lies. Comparing 3DCNN approaches for detecting deepfakes;"Y. Wang; A. Dantcheva";2020;Manipulated images and videos have become increasingly realistic due to the tremendous progress of deep convolutional neural networks (CNNs). While technically intriguing, such progress raises a number of social concerns related to the advent and spread of fake information and fake news. Such concerns necessitate the introduction of robust and reliable methods for fake image and video detection. Towards this in this work, we study the ability of state of the art video CNNs including 3D ResNet, 3D ResNeXt, and I3D in detecting manipulated videos. We present related experimental results on videos tampered by four manipulation techniques, as included in the FaceForensics++ dataset. We investigate three scenarios, where the networks are trained to detect (a) all manipulated videos, as well as (b) separately each manipulation technique individually. Finally and deviating from previous works, we conduct cross-manipulation results, where we (c) detect the veracity of videos pertaining to manipulation-techniques not included in the train set. Our findings clearly indicate the need for a better understanding of manipulation methods and the importance of designing algorithms that can successfully generalize onto unknown manipulations.;;IEEE
698;Benchmarking Joint Face Spoofing and Forgery Detection With Visual and Physiological Cues;"Z. Yu; R. Cai; Z. Li; W. Yang; J. Shi; A. C. Kot";2024;"Face anti-spoofing (FAS) and face forgery detection play vital roles in securing face biometric systems from presentation attacks (PAs) and vicious digital manipulation (e.g., deepfakes). Despite satisfactory performance upon large-scale data and powerful deep models, recent advances in face spoofing and forgery detection approaches usually focus on 1) unimodal visual appearance or physiological (i.e., remote photoplethysmography (rPPG)) cues; and 2) separated feature representation for FAS or face forgery detection. On one side, unimodal appearance and rPPG features are respectively vulnerable to high-fidelity face 3D mask and video replay attacks, inspiring us to design reliable multi-modal fusion mechanisms for generalized FAS. On the other side, there are rich common features across FAS and face forgery detection tasks (e.g., periodic rPPG rhythms and vanilla appearance for bonafides), providing solid evidence to design a joint FAS and face forgery detection system in a multi-task learning fashion. In this paper, we establish the first joint face spoofing and forgery detection benchmark using both visual appearance and physiological rPPG cues. To enhance the rPPG periodicity discrimination, we design a two-branch physiological network using both facial spatio-temporal rPPG signal map and its continuous wavelet transformed counterpart as inputs. To mitigate the modality bias and improve the fusion efficacy, we conduct a weighted batch and layer normalization for both appearance and rPPG features before multi-modal fusion. We also investigate prevalent deep models, feature fusion strategies and multi-task learning configurations for joint face spoofing and forgery detection. We find that the generalization capacities of both unimodal (appearance or rPPG) and multi-modal (appearance+rPPG) models can be obviously improved via joint training on these two tasks. We hope this new benchmark will facilitate the future research of both FAS and deepfake detection communities.";"Face anti-spoofing;face forgery detection;deepfake;rPPG;fusion;joint training;multi-task learning";IEEE
702;OpenForensics: Large-Scale Challenging Dataset For Multi-Face Forgery Detection And Segmentation In-The-Wild;"T. -N. Le; H. H. Nguyen; J. Yamagishi; I. Echizen";2021;The proliferation of deepfake media is raising concerns among the public and relevant authorities. It has become essential to develop countermeasures against forged faces in social media. This paper presents a comprehensive study on two new countermeasure tasks: multi-face forgery detection and segmentation in-the-wild. Localizing forged faces among multiple human faces in unrestricted natural scenes is far more challenging than the traditional deepfake recognition task. To promote these new tasks, we have created the first large-scale dataset posing a high level of challenges that is designed with face-wise rich annotations explicitly for face forgery detection and segmentation, namely Open-Forensics. With its rich annotations, our OpenForensics dataset has great potentials for research in both deepfake prevention and general human face detection. We have also developed a suite of benchmarks for these tasks by conducting an extensive evaluation of state-of-the-art instance detection and segmentation methods on our newly constructed dataset in various scenarios.;"Datasets and evaluation;Faces;Image and video manipulation detection and integrity methods";IEEE
706;Multimodal Cognitive Learning for Media Forgery Detection: A Comprehensive Framework Combining Random Forest and Deep Ensemble Architectures (Xception, ResNeXt) across Image, Video, and Audio Modalities;"A. Abirami; S. Bhuvaneswari; K. Krithika; I. Nithyasree; B. Prashithaa Abhirami";2023;Deepfake content has become more prevalent in the age of quickly evolving technology, which has significantly undermined the reliability and integrity of digital media. An integrated multimodal deepfake detection system is presented in this study as a response to the ubiquitous threat posed by altered photos, videos, and audio recordings. The image deepfake detection module examines visual data for telltale signs of manipulation using Convolutional Neural Networks (CNNs), Xception, and ResNeXT. This module successfully distinguishes between real and fake photos by carefully examining pixel-level attributes and contextual data. With the use of spatiotemporal CNNs (Xception & ResNeXT), it parses video frames to find minute discrepancies, making it possible to accurately identify deepfake films. This multi-modal system is finished with the addition of deepfake audio detection. This module excels in differentiating between authentic and faked audio recordings using Mel spectrograms and Convolutional Neural Networks, adding to a thorough protection against audio deepfakes. Additionally, a unifying framework has been provided that effectively unifies these three detection modules, boosting the system�s effectiveness and performance as a whole. The solution has been thoroughly assessed using measures like accuracy, F1 score, ROC curve, and AUC, and the model structures for in-depth comprehension. This multi-modal deepfake detection technology acts as a crucial precaution in a time when false information is widely disseminated, enabling consumers to distinguish fact from fiction across numerous media types. This study highlights the importance of integrated solution in maintaining the legitimacy of digital content in today�s information-driven world while also showcasing its technological capability.;"Deepfake detection;Multi-modal system;Image manipulation;Video forgery;Audio spoofing;Convolutional Neural Networks (CNNs);Xception;ResNeXT;Spatiotemporal analysis;Mel spectrograms;F1 score;ROC curve;AUC";IEEE
707;Detecting Deepfakes using CNN and LSTM;"R. Chinchalkar; R. Sinha; M. Kumar; N. Chauhan; S. Deokar; S. Gonge";2023;"Deepfake, a face-swapping method that has been abused recently, has caused a great deal of public worry. Effective countermeasures are required because several deepfake videos, sometimes known as ""deepfakes,"" have already been created and posted online. Therefore, Deepfake detection is going to be a promising defense against deep fakes. It is quite easy to imagine cases in which these convincing tampered videos are exploited to foment political unrest, extort money, or stage terrorist attacks. In this study, a pipeline is suggested for identifying and classifying deepfake videos. Our system uses convolutional neural networks (CNNs) to retrieve frame-level characteristics. Then, a recurrent neural network (RNN-LSTM) is built using these features to determine if a video has been altered or not. We study, analyze and compare various methodologies and ours on a vast cluster of deep fake videos from various video sources. We present how our system can complete this task effectively with comparative results while utilizing a straight forward architecture.";"deepfakes;facial manipulation;deep learning";IEEE
710;Convolutional Neural Network Based on Diverse Gabor Filters for Deepfake Recognition;"A. H. Khalifa; N. A. Zaher; A. S. Abdallah; M. W. Fakhr";2022;Media synthesis and manipulation has reached unprecedented levels of realism owing to the proliferation of deep learning. Deepfake has been the de-facto tool for media manipulation. Although this technology has potential in the entertainment industry, its threats include political manipulation and bypassing biometric security systems. As a result, deepfake detection has garnered widespread attention among research communities. The intuition is to use deep learning to fix the problems created by deep learning. Although convolutional neural networks have shown their dominance in the filed of pattern recognition, the receptive field-model size dilemma still persists along with the lack of interpretation for such models. While the traditional Gabor function was proposed to fix these problems, it can only generate limited linear Gabor filters which makes it optimal for limited data and applications. The contribution of this paper is quadruple: (i) proposing a unified Gabor function capable of generating linear, elliptical, and circular Gabor filters. (ii) leveraging the back-propagation learning framework to incorporate the proposed function in convolutional neural networks and generate adaptive Gabor filters. (iii) presenting a dual scale large receptive field network for deepfake image recognition. (iv) demonstrating where the proposed model stands in terms of performance and architecture size compared to state-of-the-art models. The proposed model is evaluated on four benchmark datasets: Celeb-DF (v2), DeepFake Detection Challenge Preview, FaceForensics++ and Wilddeepfake. Experimental results show that the proposed adaptive Gabor filters reduce the model size by 64.9% compared to adaptive weighted filters without performance reduction.;"Compact neural networks;image classification;image forensics;learnable filters;pattern recognition";IEEE
712;Classification of Deepfake Videos Using Pre-trained Convolutional Neural Networks;"M. Masood; M. Nawaz; A. Javed; T. Nazir; A. Mehmood; R. Mahum";2021;The advancement of Artificial Intelligence (AI) has brought a revolution in the field of information technology. Furthermore, AI has empowered the new applications to run with minimum resources and computational cost. One of such applications is Deepfakes, which produces extensively altered and modified multimedia content. However, such manipulated visual data imposed a severe threat to the security and privacy of people and can cause massive sect, religious, political, and communal stress around the globe. Now, the face-swapped base visual content is difficult to recognizable by humans through their naked eyes due to the advancement of Generative adversarial networks (GANs). Therefore, identifying such forgeries is a challenging task for the research community. In this paper, we have introduced a pipeline for identifying and detecting person faces from input visual samples. In the second step, several deep learning (DL) based approaches are employed to compute the deep features from extracted faces. Lastly, a classifier namely SVM is trained over these features to classify the data as real or manipulated. We have performed the performance comparison of various feature extractors and confirmed from reported results that DenseNet-169 along with SVM classifier outperforms the rest of the methods.;"deepfakes;deep-learning;visual manipulations;convolutional neural networks";IEEE
716;Deepfake: Classifiers, Fairness, and Demographically Robust Algorithm;"A. Agarwal; N. Ratha";2024;Deepfake detection research has seen tremendous success and has achieved remarkably high performance on a few existing datasets. However, the significant drawback of the existing works is the generalizability of the detection algorithms under cross-datasets and cross-attack/manipulation settings. On top of that, another critical bottleneck of deepfake detection literature is the understanding of the fairness quotient of these algorithms. One big reason for such a less explored domain is the unavailability of deep fake datasets covering multiple ethnicities and genders with proper annotations. For example, the popular deepfake detection datasets such as FaceForensics++ and Celeb-DF are highly biased toward Caucasian ethnicity. Recently, a multi-ethnicity multi-modal dataset namely FakeAVCeleb has been released which can fulfill this gap. Henceforth by utilizing the potential of this dataset, we have performed the fairness study of deepfake detection algorithms. For that, several image classifiers are selected which range from deep convolutional neural networks to handcrafted image feature extraction to vision transformers. The experiments performed using such a wide variety of classifiers reveal that the deepfake detectors are not fair and can detect one ethnicity with high accuracy but fail miserably on others. For instance, the performance of one of the popular deepfake detection networks namely XceptionNet shows a reduction of more than 30% when dealing with different ethnicities and genders. Not only ethnicity or gender but also the type of classifiers have a huge impact on the performance. We assert that the proposed study can help in building a fair, robust, and accurate deepfake classifier utilizing insightful findings that can help in the selection of an effective and robust backbone architecture.;;IEEE
717;Leveraging Real Talking Faces via Self-Supervision for Robust Forgery Detection;"A. Haliassos; R. Mira; S. Petridis; M. Pantic";2022;"One of the most pressing challenges for the detection of face-manipulated videos is generalising to forgery methods not seen during training while remaining effective under common corruptions such as compression. In this paper, we examine whether we can tackle this issue by harnessing videos of real talking faces, which contain rich information on natural facial appearance and behaviour and are readily available in large quantities online. Our method, termed RealForensics, consists of two stages. First, we exploit the natural correspondence between the visual and auditory modalities in real videos to learn, in a self-supervised cross-modal manner, temporally dense video representations that capture factors such as facial movements, expression, and identity. Second, we use these learned representations as targets to be predicted by our forgery detector along with the usual binary forgery classification task; this encourages it to base its real/fake decision on said factors. We show that our method achieves state-of-the-art performance on cross-manipulation generalisation and robustness experiments, and examine the factors that contribute to its per-formance. Our results suggest that leveraging natural and unlabelled videos is a promising direction for the development of more robust face forgery detectors.";"Computer vision for social good; Face and gestures; Representation learning; Self-& semi-& meta- Video analysis and understanding";IEEE
718;A Deepfake Face Video Authentication Method Based on Spatio-temporal Fusion Features;"B. Li; S. Zhou; Z. Zhang; J. Yin";2023;With the wide spread of deepfake face videos, it has brought huge hidden dangers of trust to national security and social stability. In this paper, the authentication model framework of deepfake face video with spatio-temporal fusion features is proposed. Through three improvements including collecting mixed training samples, training two 2D deep convolutional neural networks with face center clipping images and using 3D deep convolutional neural networks to utilize the inter-frame consistency information, the authentication success rate of deepfake face video is improved. In the experiment two video forgery methods FaceSwap and Deepfakes were selected in the Faceforences ++ dataset to identify the deepfake video of facial feature area and facial edge area, which obtained certain results. Further breakthroughs are expected in the future through the integration of multi-modal data features and the use of large-scale pre-trained models.;"deepfakes;face video authentication;spatio-temporal fusion;mixed training samples";IEEE
719;BiHPF: Bilateral High-Pass Filters for Robust Deepfake Detection;"Y. Jeong; D. Kim; S. Min; S. Joe; Y. Gwon; J. Choi";2022;The advancement in numerous generative models has a two-fold effect: a simple and easy generation of realistic synthesized images, but also an increased risk of malicious abuse of those images. Thus, it is important to develop a generalized detector for synthesized images of any GAN model or object category, including those unseen during the training phase. However, the conventional methods heavily depend on the training settings, which cause a dramatic decline in performance when tested with unknown domains. To resolve the issue and obtain a generalized detection ability, we propose Bilateral High-Pass Filters (BiHPF), which amplify the effect of the frequency-level artifacts that are generally found in the synthesized images of generative models. Also, to find the properties of the general frequency-level artifacts, we develop an additional method to adversarially extract the artifact compression map. Numerous experimental results validate that our method outperforms other state-of-the-art methods, even when tested with unseen domains.;"Vision Systems and Applications Deep Learning -> Adversarial Learning; Adversarial Attack and Defense Methods; Deep Learning -> Neural Generative Models; Autoencoders; GANs; Security/Surveillance";IEEE
721;Identifying Deepfake Faces with ResNet50-Keras using Amazon EC2 DL1 Instances powered by Gaudi Accelerators from Habana Labs;"S. Pradhan; R. Shah; R. Shah; A. Goenka";2022;With the emergence of deepfake technology, it has become exponentially more difficult to identify real content from the artificially generated on social media. To counter the ill-effects of online deepfake content, we propose an application to predict if a given facial image is real or generated virtually via deepfake technology. We train a custom ResNet50-Keras model on the new AWS EC2 DL1 Instances powered by Gaudi accelerators developed by Habana Labs (an Intel company) and integrate the instance with Amazon's S3 bucket. With the model saved as an h5 file, we make a RestAPI using FastAPI. The API takes an input image, converts it into a JSON request, and passes it to the backend. Faces extracted from these images are passed through various pre-processing methods and finally to the model that classifies them to be either a deepfake or not and generates a face mesh accordingly. The model combines the processed faces into a single image sent back as a response to the client that changes the stateHooks to display the desired result. Further, we have summarized the results obtained when detecting such manipulated images.;"habana;gaudi;aws ec2 dl1;resnet50;faceforensics;tensorflow;keras;deepfake;mediapipe;facial landmark;react;fastapi;restful api";IEEE
722;Celeb-DF: A Large-Scale Challenging Dataset for DeepFake Forensics;"Y. Li; X. Yang; P. Sun; H. Qi; S. Lyu";2020;AI-synthesized face-swapping videos, commonly known as DeepFakes, is an emerging problem threatening the trustworthiness of online information. The need to develop and evaluate DeepFake detection algorithms calls for datasets of DeepFake videos. However, current DeepFake datasets suffer from low visual quality and do not resemble DeepFake videos circulated on the Internet. We present a new large-scale challenging DeepFake video dataset, Celeb-DF, which contains 5,639 high-quality DeepFake videos of celebrities generated using improved synthesis process. We conduct a comprehensive evaluation of DeepFake detection methods and datasets to demonstrate the escalated level of challenges posed by Celeb-DF.;;IEEE
726;Faceswap Deepfakes Detection using Novel Multi-directional Hexadecimal Feature Descriptor;"Qurat-ul-ain; A. Javed; K. Mahmood Malik";2022;"With the growing number of sophisticated deep learning algorithms and fake video generation applications, it is now possible to create highly realistic deepfake videos. Faceswap is the most commonly employed deepfakes approach, which is challenging to detect due to variations in the facial skin tone, illumination conditions, presence of accessories like glasses on the face, compression artifacts, etc. Existing local texture descriptors have achieved better performance on face recognition applications; however, they compute only the limited directional information while ignoring the magnitude details. This motivated us to develop a robust local texture descriptor to extract more directional and magnitude details from the adjacent pixels to effectively represent the video frames. For this purpose, we proposed a robust multi-directional hexadecimal feature descriptor (MDHFD) by combining the local hexadecimal pattern (LHeXDP) and Local Adjacent Neighborhood Magnitude Pattern (LANMP). LHeXDP calculates the orientation-based pattern by computing 1st- and 2nd-order derivatives at 0�, 45�, 90�, and 135� angles from each center pixel. LANMP computes the magnitude information from each central pixel to its adjacent pixels in horizontal, vertical, diagonal, and diagonal-back directions. Histograms of both the LHeXDP and LANMP are fused to compute a multi-directional feature vector, which is used to train a support vector machine to classify between the original or faceswap deepfakes video. We measured the performance of our system on the challenging faceswap subset of a diverse and large-scale Face Forensic++ and World Leaders datasets. Experimental results illustrate that the proposed method outperforms state-of-art methods for the detection of faceswap deepfakes.";"Deepfakes;faceswap;LHeXDP;LANMP;magnitude-based patterns;orientation-based patterns;SVM";IEEE
727;Detection Enhancement for Various Deepfake Types Based on Residual Noise and Manipulation Traces;"J. Kang; S. -K. Ji; S. Lee; D. Jang; J. -U. Hou";2022;As deepfake techniques become more sophisticated, the demand for fake facial image detection continues to increase. Various deepfake detection techniques have been introduced but detecting all types of deepfake images with a single model remains challenging. We propose a technique for detecting various types of deepfake images using three common traces generated by deepfakes: residual noise, warping artifacts, and blur effects. We adopted a network designed for steganalysis to detect pixel-wise residual-noise traces. We also consider landmarks, which are the primary parts of the face where unnatural deformations often occur in deepfake images, to capture high-level features. Finally, because the effect of a deepfake is similar to that of blurring, we apply features from various image quality measurement tools that can capture traces of blurring. The results demonstrate that each detection strategy is efficient, and that the performance of the proposed network is stable and superior to that of existing detection networks on datasets of various deepfake types.;"Deepfake forensics;image forensics;residual noise;warping artifact;image quality measurement";IEEE
733;CYBORG: Blending Human Saliency Into the Loss Improves Deep Learning-Based Synthetic Face Detection;"A. Boyd; P. Tinsley; K. Bowyer; A. Czajka";2023;Can deep learning models achieve greater generalization if their training is guided by reference to human perceptual abilities? And how can we implement this in a practical manner? This paper proposes a training strategy to ConveY Brain Oversight to Raise Generalization (CYBORG). This new approach incorporates human-annotated saliency maps into a loss function that guides the model�s learning to focus on image regions that humans deem salient for the task. The Class Activation Mapping (CAM) mechanism is used to probe the model�s current saliency in each training batch, juxtapose this model saliency with human saliency, and penalize large differences. Results on the task of synthetic face detection, selected to illustrate the effectiveness of the approach, show that CYBORG leads to significant improvement in accuracy on unseen samples consisting of face images generated from six Generative Adversarial Networks across multiple classification network architectures. We also show that scaling to even seven times the training data, or using non-human-saliency auxiliary information, such as segmentation masks, and standard loss cannot beat the performance of CYBORG-trained models. As a side effect of this work, we observe that the addition of explicit region annotation to the task of synthetic face detection increased human classification accuracy. This work opens a new area of research on how to incorporate human visual saliency into loss functions in practice. All data, code and trained models used in this work are offered with this paper.;"Algorithms: Biometrics;face;gesture;body pose;Machine learning architectures;formulations;and algorithms (including transfer;low-shot;semi-;self-;and un-supervised learning);Psychology and cognitive science";IEEE
734;Demystifying deepfakes using deep learning;"R. K. Singh; P. V. Sarda; S. Aggarwal; D. K. Vishwakarma";2021;Manipulation of images, videos and audios using face edit apps and web services have long been in use, since decades but recent advances in deep learning has led to rising AI generated fake images and videos with swapped faces, lip synced audios and puppet masters, popularly known as Deepfakes. Generated primarily using one of the following two approaches namely, Autoencoders and Generator Adversarial Networks which rests on trained deep neural networks, deepfakes offer unprecedented challenges. The degree of realism achieved by deep learning powered deepfakes increases with increasing amounts of data i.e, fake images and videos readily available on the internet at disposal to train GANs. Deepfake algorithms create media leaving a bare margin of difference between the authentic or original source and the forged or deepfaked targets. Thus, new mechanisms and techniques to detect and filter out such deepfakes is the need of the hour.This paper exploits two powerful deep learning based CNN architectures namely, Inception-Resnet-v2 and XceptionNet for detecting the deepfakes. The proposed approach not only outshines the existing approaches in terms of efficiency and accuracy but also offers the best in terms of the given space and time complexity.;"Auto-encoders;DFDC;FaceForensics++;GAN;Inception-ResNet-v2;MesoNet;XceptionNet";IEEE
735;IIN-FFD: Intra-Inter Network for Face Forgery Detection;"Q. Zhou; Z. Zhou; Z. Bao; W. Niu; Y. Liu";2024;Since different kinds of face forgeries leave similar forgery traces in videos, learning the common features from different kinds of forged faces would achieve promising generalization ability of forgery detection. Therefore, to accurately detect known forgeries while ensuring high generalization ability of detecting unknown forgeries, we propose an intra-inter network (IIN) for face forgery detection (FFD) in videos with continual learning. The proposed IIN mainly consists of three modules, i.e., intra-module, inter-module, and forged trace masking module (FTMM). Specifically, the intra-module is trained for each kind of face forgeries by supervised learning to extract special features, while the inter-module is trained by self-supervised learning to extract the common features. As a result, the common and special features of the different forgeries are decoupled by the two feature learning modules, and then the decoupled common features can be utlized to achieve high generalization ability for FFD. Moreover, the FTMM is deployed for contrastive learning to further improve detection accuracy. The experimental results on FaceForensic++ dataset demonstrate that the proposed IIN outperforms the state-of-the-arts in FFD. Also, the generalization ability of the IIN verified on DFDC and Celeb-DF datasets demonstrates that the proposed IIN significantly improves the generalization ability for FFD.;"deep learning;information security;image classfication;neural networks;face forgery;face forgery detection";IEEE
736;Deep Learning model-based Multimedia forgery detection;"Y. Shah; P. Shah; M. Patel; C. Khamkar; P. Kanani";2020;Images and videos can be spread very conveniently using social media platforms like WhatsApp and Facebook. The authenticity of this information cannot be verified easily but it spreads swiftly. Fake images or videos are a new threat for people as they spread false information and rumors. Advances in technology have given rise to several techniques that can easily generate fake images or videos. Deepfakes and spliced images are some of the results of such advances. They pose a great menace to the internet Tackling and detecting such an entity is a tricky task. Our paper portrays a technique to detect such entities. It will assist people in detecting bogus content and have confidence on the legitimacy of the content on the internet We present a description of CNN based approach and evaluate its results. The drawbacks of the traditional approach have been minimized using Inception Residual Network architecture based CNNs.;"Deepfake;Convolutional Neural Networks;error level analysis;fake images;Inception Networks;Residual Networks";IEEE
